drug-id,smile
C0039267,O[Si](=O)[O-].O[Si](=O)[O-].[O-][Si](=O)[O-].[O-][Si](=O)[O-].[Mg+2].[Mg+2].[Mg+2]
C0039286,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3
C0039294,C1=C(C=C(C(=C1O)O)O)C(=O)OC2=CC(=CC(=C2O)O)C(=O)OC[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)OC(=O)C4=CC(=C(C(=C4)OC(=O)C5=CC(=C(C(=C5)O)O)O)O)O)OC(=O)C6=CC(=C(C(=C6)OC(=O)C7=CC(=C(C(=C7)O)O)O)O)O)OC(=O)C8=CC(=C(C(=C8)OC(=O)C9=CC(=C(C(=C9)O)O)O)O)O)OC(=O)C1=CC(=C(C(=C1)OC(=O)C1=CC(=C(C(=C1)O)O)O)O)O
C0039297,[Ta]
C0039350,C(CS(=O)(=O)O)N
C0039512,COC1=CC(=CC(=C1O)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@@H](C4=CC5=C(C=C24)OCO5)O[C@H]6[C@@H]([C@H]([C@H]7[C@H](O6)CO[C@H](O7)C8=CC=CS8)O)O
C0039542,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O
C0039600,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC(=O)O2)CCC4=CC(=O)C=C[C@]34C
C0039607,CCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C
C0039623,CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1=O)OC)OC
C0039629,CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C
C0039644,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
C0039705,C([C@@]1([C@H]2[C@@H]3[C@H](N=C(N[C@@]34[C@@H]([C@@H]1O[C@]([C@H]4O)(O2)O)O)N)O)O)O
C0039736,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O
C0039763,CN1C=NC2=C1C(=O)NC(=O)N2C
C0039771,CN1C2=C(C(=O)N(C1=O)C)NC=N2
C0039832,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3
C0039840,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO
C0039848,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)OP(=O)(O)O.[Cl-]
C0039854,CS(=O)(=O)C1=CC=C(C=C1)[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O
C0039855,CCCC(C)C1(C(=O)NC(=S)NC1=O)CC=C
C0039867,CC[Hg]SC1=CC=CC=C1C(=O)[O-].[Na+]
C0039871,C1CN1P(=S)(N2CC2)N3CC3
C0039902,C1=NC2=C(N1)C(=S)N=C(N2)N
C0039925,CCCC(C)C1(C(=O)NC(=S)NC1=O)CC
C0039943,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC
C0039957,C1=CNC(=S)NC1=O
C0040005,C[C@H]([C@@H](C(=O)O)N)O
C0040096,CC1=CC(=C(C=C1)C(C)C)O
C0040108,CC1=CC(=C(C=C1OC(=O)C)C(C)C)OCCN(C)C
C0040165,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)C[C@@H](C(=O)O)N
C0040193,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CSC=C3)C(=O)O)C(=O)O)C
C0040207,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl
C0040233,CC(C)(C)NC[C@@H](COC1=NSN=C1N2CCOCC2)O
C0040341,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H](C[C@@H]([C@H](O3)CN)O)N)N
C0040373,C1CN=C(N1)CC2=CC=CC=C2
C0040374,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C
C0040377,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O
C0040610,CN(C)C[C@H]1CCCC[C@@]1(C2=CC(=CC=C2)OC)O
C0040613,C1CC(CCC1CN)C(=O)O
C0040778,C1[C@H]([C@@H]1N)C2=CC=CC=C2
C0040805,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl
C0040815,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)O
C0040845,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C
C0040864,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@H]([C@@]2(C(=O)CO)O)O)CCC4=CC(=O)C=C[C@@]43C)F)O
C0040869,C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N
C0040958,C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl
C0040976,C(CNCCNCCN)N
C0040979,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F
C0041009,C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O
C0041014,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)C[C@@H](C(=O)O)N)I)I)O
C0041023,CCC(COC(=O)C1=CC(=C(C(=C1)OC)OC)OC)(C2=CC=CC=C2)N(C)C
C0041030,CC1=CC(=C(C(=C1OC(=O)C)C)C)OCC(CNC(C)C)O
C0041037,COC1=C(C(=C(C=C1)CN2CCNCC2)OC)OC
C0041040,C1CC2C3C(C[S+]2C1)N(C(=O)N3CC4=CC=CC=C4)CC5=CC=CC=C5
C0041041,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
C0041044,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N.COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
C0041073,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(OC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCC/C=C\CCCCCCCC
C0041190,CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2
C0041249,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N
C0041345,CN1CCC2=CC(=C3C=C2[C@@H]1CC4=CC=C(C=C4)OC5=C6[C@@H](CC7=CC(=C(C=C7)O)O3)[N+](CCC6=CC(=C5O)OC)(C)C)OC
C0041479,C1=CC(=CC=C1CCN)O
C0041485,C1=CC(=CC=C1C[C@@H](C(=O)O)N)O
C0041536,CC1=C(C(=O)C(=C(C1=O)OC)OC)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C
C0041917,C1=CNC(=O)NC1=O
C0041942,C(=O)(N)N
C0041964,CCOC(=O)N
C0041984,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O
C0042285,CC(C)[C@@H](C(=O)O)N
C0042291,CCCC(CCC)C(=O)O
C0042306,[V]
C0042313,C[C@H]1[C@H]([C@@](C[C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)[C@H]([C@H](C(=O)N[C@H](C(=O)N[C@H]5C(=O)N[C@@H]7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)[C@H](NC(=O)[C@H]([C@@H](C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)[C@@H](CC(C)C)NC)O)Cl)CO)O)O)(C)N)O
C0042523,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC
C0042646,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N
C0042665,CCOC1=CC=CC=C1OCC2CNCCO2
C0042670,CC[C@@]1(C[C@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
C0042679,CC[C@@]1(C[C@@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
C0042682,CC[C@@]1(C[C@@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)N)O)O)CC)OC)C(=O)OC)O
C0042839,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C
C0042845,CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]\4([C@H](C5[C@]6([C@@]([C@@H](C(=N6)/C(=C\7/[C@@]([C@@H](C(=N7)/C=C\8/C([C@@H](C(=N8)/C(=C4\[N-]5)/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)/C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+3]
C0042874,CC1=C(C2=C(CC[C@@](O2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=C1O)C)C
C0042878,CC1=C(C(=O)C2=CC=CC=C2C1=O)C/C=C(\C)/CCCC(C)CCCC(C)CCCC(C)C
C0043031,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O
C0043328,CC1=C(C(C[C@@H](C1)O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/[C@H]2C(=C[C@@H](CC2(C)C)O)C)/C)/C
C0043366,CC1=C(C(=CC=C1)C)NC2=NCCCS2
C0043369,C([C@H](C([C@H](CO)O)O)O)O
C0043375,C1[C@H]([C@@H]([C@H](C(O1)O)O)O)O
C0043474,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-]
C0043491,O=[Zn]
C0043603,C(CN)C(O)(P(=O)(O)O)P(=O)(O)O
C0043606,CCC1=CC=C(C=C1)C(=O)C(C)CN2CCCCC2
C0043668,C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C
C0043872,C[C@@H]([C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C)OCCC(C)(C)O
C0044091,C1CCC(CC1)(C2=CC=CS2)N3CCCCC3
C0044170,C1CN(CCN1)C2=CC(=CC=C2)Cl
C0044401,CCCCCCNC(=O)N1C=C(C(=O)NC1=O)F
C0044438,CN1CCCC1=O
C0044548,CCCCCCCCCCCCCCCCCCCCCCCCCCCCO
C0044551,CCCCCCCCO
C0044609,C1CCC(CC1)(C#N)N2CCCCC2
C0045093,C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F
C0045811,CN1C2=C(N=CC(=C2)C3=CC=CC=C3)N=C1N
C0046056,C([C@H]([C@H]([C@@H]([C@H](C=O)[18F])O)O)O)O
C0046882,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(=O)O)I)I)O
C0047226,CC(CN)C(=O)O
C0047472,C1=CC(=C(C(=C1)O)N)C(=O)CC(C(=O)O)N
C0047600,CN1C=NC=C1C[C@@H](C(=O)O)N
C0047645,C1=CC(=C(C=C1CC(C(=O)O)N)[N+](=O)[O-])O
C0047845,C1CNCC2=C1C(=O)NO2
C0048038,C1CN=C(N1)NC2=C(C=C(C=C2Cl)N)Cl
C0048044,C=CC(CCC(=O)O)N
C0048197,C1=CC(=CC=C1O)Cl
C0048306,C[C@]12CCC(=O)C(=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)O
C0048318,COC1=CC=C(C=C1)O
C0048504,CC1=CNN=C1
C0048852,C1[C@H](CNC2=C1C(=O)NC(=N2)N)CCC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O
C0048897,C[C@@H]([C@@H]([C@H]1CNC2=C(N1)C(=O)NC(=N2)N)O)O
C0049065,C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O
C0049111,C1=CC2=NC(=CN=C2C(=C1)Cl)NS(=O)(=O)C3=CC=C(C=C3)N
C0049244,C1=C(OC(=C1)C=O)CO
C0049506,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4
C0049579,C1=COC(=C1)CNC2=NC=NC3=C2NC=N3
C0049690,CCCCCCCCCCCCCCCC(=O)OC[C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O
C0050063,C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C4=NC=NC(=C4N=C3Cl)N)O)OP(=O)(O1)O
C0050156,CCCCCC/C=C/C=C/CCCCCCCC(=O)O
C0050175,C1=NC(=C2C(=N1)N(C=N2)CCOCP(=O)(O)O)N
C0050393,C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](OC([C@@H]([C@H]3O)O)O)CO)CO)O)O)N[C@H]4C=C([C@H]([C@@H]([C@H]4O)O)O)CO
C0050403,C1=CC=C(C(=C1)CC(=O)OCC(=O)O)NC2=C(C=CC=C2Cl)Cl
C0050451,CC(=O)NO
C0050465,CC(=O)C1=CC(=C(C=C1)O)OC
C0050558,CC1=CN=C(C=[N+]1[O-])C(=O)O
C0050559,CC1=CC(=C(C(=C1/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C)C)C)OC
C0050940,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F
C0051027,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N
C0051066,C([C@@H](C(=O)O)N)/[N+](=N/O)/[O-]
C0051080,C[C@@H](C(=O)N[C@@H](CCC(=O)N)C(=O)O)N
C0051200,C=CCSS(=O)CC=C
C0051231,C=CCN=C=S
C0051235,C=CCSCC=C
C0051336,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/[C@H]2C(=CCCC2(C)C)C)/C)/C
C0051395,C(CC(=O)O)C(=O)C(=O)O
C0051519,[O-]P(=O)([O-])[O-].[Al+3]
C0051696,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN
C0051821,C[C@@]12CC[C@H]([C@@]([C@H]1CCC(=C)[C@H]2C/C=C/3\[C@@H](COC3=O)O)(C)CO)O
C0051842,C1=CC2=C(C=CO2)C3=C1C=CC(=O)O3
C0051928,C/C(=C\C=C\C=C(/C)\C=C\C=C(\C)/C=C/C(=O)O)/C=C/C=C(\C)/C=C/C(=O)O
C0052080,C1CC(=O)NC(=O)[C@H]1NC(=O)CC2=CC=CC=C2
C0052416,[O-2].[O-2].[O-2].[As+3].[As+3]
C0052430,C[C@@H]1CC[C@H]2[C@H](C(=O)O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)C
C0052432,C[C@@H]1CC[C@H]2[C@H]([C@@H](O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)OC(=O)CCC(=O)O)C
C0052565,CC1=C(C(C[C@@H](C1=O)O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(C(=O)[C@H](CC2(C)C)O)C)\C)\C)/C)/C
C0052585,C[C@@H]1CN(C[C@@H](N1)C)C2=C(C(=C3C(=C2F)N(C=C(C3=O)C(=O)O)C4CC4)N)F
C0052593,CCC1(CC2=CC=CC=C2C1)C3=CN=CN3
C0052761,C(CCCC(=O)O)CCCC(=O)O
C0052796,CC[C@@H]1[C@@]([C@@H]([C@H](N(C[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O
C0052820,C1=CSC(=C1)CNC2=CC(=C(C=C2C3=NNN=N3)S(=O)(=O)N)Cl
C0053073,CCCCCCCCCCCCCCCCCCCCCC(=O)O
C0053091,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]2CCC3=CC=CC=C3N(C2=O)CC(=O)O
C0053108,CC1=C([C@H](C(=C(N1)C)C(=O)O[C@@H]2CCCN(C2)CC3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC
C0053116,CC1=NC=C(C(=N1)N)CN(C=O)/C(=C(\CCOP(=O)(O)O)/SC(=O)C2=CC=CC=C2)/C
C0053225,C1=CC=C(C=C1)C(=O)O
C0053230,C1=CC=C(C=C1)CNC(=O)CN2C=CN=C2[N+](=O)[O-]
C0053294,C1=CC=C(C=C1)CN=C=S
C0053339,COC1=C(C=C2C(=C1O)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)OC2=O)O
C0053355,CC(C)C[C@@H](C(=O)O)NC(=O)[C@H]([C@@H](CC1=CC=CC=C1)N)O
C0053396,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(CCCC2(C)C)C)\C)\C)/C)/C
C0053471,CC1(CCC2=C(O1)C3=CC=CC=C3C(=O)C2=O)C
C0053526,CC(C[N+](C)(C)C)OC(=O)N
C0053530,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C(=O)O
C0053622,COC1=CC=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)O
C0053792,C1=CC=C2C(=C1)C(=O)O[Bi]O2.O
C0053799,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O
C0053882,C/C=C/C1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)SC1)C(=O)O
C0054015,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCNC(=N)N)CC(=O)O)CCSC)CCCCN)CCCNC(=N)N)CC2=CC=CC=C2)NC(=O)CNC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCCCN)NC(=O)[C@@H]3CCCN3C(=O)[C@H](CO)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC4=CN=CN4)C(=O)O)CC(C)C)CO)CO)CO)CO
C0054028,C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C
C0054040,CC[N+](C)(C)CC1=CC=CC=C1Br
C0054173,CCC/C=C/C=C/C(=O)O[C@H]1/C(=C/C(=O)OC)/C[C@H]2C[C@@H](OC(=O)C[C@@H](C[C@@H]3C[C@@H](C([C@@](O3)(C[C@@H]4C/C(=C/C(=O)OC)/C[C@@H](O4)/C=C/C([C@@]1(O2)O)(C)C)O)(C)C)OC(=O)C)O)[C@@H](C)O
C0054201,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@@]5([C@H]4[C@H](C[C@@]3([C@@]2(O1)C(=O)CO)C)O)C
C0054222,CCCC(=O)N1CCCN(CC1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC
C0054252,CCCCS(=N)(=O)CCC(C(=O)O)N
C0054312,CCCC(=O)O
C0054314,CCC(C(=O)O)N
C0054433,C1=CC(=C(C=C1/C=C/C(=O)O)O)O
C0054560,C[C@H](CC[C@@H](C)C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C
C0054616,CCCCCCCC(=O)O
C0054836,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O
C0055003,C[N+]1(CCCC1)CC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/C4=CSC(=N4)N)SC2)C(=O)[O-]
C0055147,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
C0055148,CCCCCCCCCC/C=C\CCCCCCCCCC(=O)O
C0055151,CCCCCCCCCCCCCCCC[N+](C)(C)C
C0055443,CCN(CC)CCOC(=O)C1=C(C=C(C=C1)N)Cl
C0055465,C(CCl)N(C(=O)N[C@@H](C=O)[C@H]([C@@H]([C@@H](CO)O)O)O)N=O
C0055470,CC(C)N=C(N)/N=C(\N)/NC1=CC(=C(C=C1)Cl)Cl
C0055568,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C
C0055617,Cl[Cr](Cl)Cl
C0055711,CC1=CC(=O)N(C(=C1)C2CCCCC2)O
C0055729,C1CCC(CC1)N2C(=NN=N2)CCCCOC3=CC4=C(C=C3)NC(=O)CC4
C0055738,CC1(C2CCC(O1)(CC2)C)C
C0055775,CC(C)(C(=O)O)OC1=CC=C(C=C1)C2CC2(Cl)Cl
C0055819,C(C(=O)O)C(CC(=O)O)(C(=O)O)O
C0055856,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)O)(C)O
C0055860,C1[C@@H]2N(C1=O)[C@H](/C(=C/CO)/O2)C(=O)O
C0056005,C/C/1=C\CC/C(=C/[C@@H]2[C@@H]([C@H](C1)OC(=O)C(=C)[C@H](CO)O)C(=C)C(=O)O2)/CO
C0056154,COC1=C(C=C(C=C1)/C=C\C2=CC(=C(C(=C2)OC)OC)OC)OP(=O)(O)O
C0056170,CC[C@H](C)C(=O)O[C@H]1CCC=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O
C0056331,C1[C@H](O[C@H]([C@@H]1O)N2C=NC3=C(N=CN=C32)N)CO
C0056471,CN(CCOP(=O)(O)O)C(=N)N
C0056503,C/C(=C\C=C\C=C(\C=C\C=C(\C(=O)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO[C@@H]2O[C@@H]([C@H]([C@@H]([C@H]2O)O)O)CO)/C)/C)/C=C/C=C(/C(=O)O[C@@H]3O[C@@H]([C@H]([C@@H]([C@H]3O)O)O)CO[C@@H]4O[C@@H]([C@H]([C@@H]([C@H]4O)O)O)CO)\C
C0056593,Cl[Cu]Cl
C0056650,C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2O)O)O)O)O
C0056831,C1C2CC(C1C=C2)C3NC4=CC(=C(C=C4S(=O)(=O)N3)S(=O)(=O)N)Cl
C0056913,C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2
C0057090,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O
C0057135,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O
C0057144,CCCCCCCCCC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@H](CC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H]3[C@H](OC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC3=O)CCCN)CC(=O)O)C)CC(=O)O)CO)[C@H](C)CC(=O)O)CC(=O)C4=CC=CC=C4N)C
C0057231,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C
C0057239,CCCCCCCCCC(=O)O
C0057277,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC=C4[C@@]3(CC[C@@H](C4)OS(=O)(=O)O)C
C0057304,C1=C(C=C(C(=C1O)O)O)C2=[O+]C3=CC(=CC(=C3C=C2O)O)O.[Cl-]
C0057610,CC(C)(CO)[C@H](C(=O)NCCCO)O
C0057693,C=CCSSCC=C
C0057695,C=CCSSSCC=C
C0057916,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@]2(CC#N)O
C0058051,CC(C)CCCCCCC(=O)NCC1=CC(=C(C=C1)O)OC
C0058108,C[C@@H]1CC[C@H]2[C@H]([C@H](O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)O)C
C0058218,COC(=O)/C=C/C(=O)OC
C0058231,CS(=O)(=O)C
C0058371,C1CCN(CC1)CCCC(C2=CC=CC=C2)(C3=CC=CC=C3)O
C0058624,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O
C0058903,C1=CC=C(C=C1)N2C(=O)C3=CC=CC=C3[Se]2
C0059003,CCCCCCCC/C=C/CCCCCCCC(=O)O
C0059030,CC(=O)C[C@]1(C(=O)C=C2[C@H]3[C@@]1(OC4=C3C(=CC(=C4O)O)C(=O)O[C@@H]5[C@H]6COC(=O)C7=CC(=C(C(=C7C8=C(C(=C(C=C8C(=O)O[C@@H]5[C@H]([C@@H](O6)OC(=O)C9=CC(=C(C(=C9)O)O)O)OC2=O)O)O)O)O)O)O)O)O
C0059422,C1[C@@H]([C@@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O
C0059438,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O
C0059531,CCCCCCCC/C=C\CCCCCCCCCCCC(=O)O
C0059668,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)OS(=O)(=O)O
C0059985,C1=NC2=C(N=C(N=C2N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)F)N
C0060135,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N
C0060156,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CCC(=O)O
C0060157,CCNC1C2CCC(C2)C1C3=CC=CC=C3
